,Rooms,Bathroom,Landsize,Lattitude,Longtitude,Train_Price,Predicted_Price
6928,3,2.0,217.0,-37.7018,144.9679,538000.0,538000.0
6929,3,1.0,1075.0,-37.7156,144.9708,860000.0,860000.0
6930,3,1.0,599.0,-37.7071,144.9666,515000.0,515000.0
6931,3,1.0,540.0,-37.6973,144.96200000000005,617000.0,617000.0
6932,3,1.0,583.0,-37.6949,144.9619,550000.0,550000.0
6933,4,2.0,209.0,-37.7172,144.968,540000.0,540000.0
6934,3,1.0,701.0,-37.7054,144.963,643000.0,643000.0
6935,3,2.0,297.0,-37.6994,144.9686,631000.0,631000.0
6936,3,1.0,628.0,-37.718,144.9642,782000.0,782000.0
6937,3,1.0,533.0,-37.6985,144.9778,640000.0,640000.0
6938,3,0.0,261.0,-37.7158,144.9722,470000.0,470000.0
6939,4,2.0,467.0,-37.6963,144.9645,700500.0,700500.0
6940,3,1.0,614.0,-37.716,144.9666,532000.0,532000.0
6941,2,1.0,621.0,-37.7164,144.9666,575000.0,575000.0
6942,4,2.0,374.0,-37.7056,144.9671,562000.0,562000.0
6943,3,1.0,604.0,-37.6978,144.9686,620000.0,620000.0
6944,4,1.0,664.0,-37.7063,144.9712,655000.0,655000.0
6945,3,1.0,592.0,-37.6968,144.9674,652500.0,652500.0
6946,4,2.0,607.0,-37.716,144.9663,1010000.0,1010000.0
6947,3,2.0,305.0,-37.6972,144.9634,480000.0,480000.0
6948,3,1.0,208.0,-37.7092,144.9695,492000.0,492000.0
6949,3,2.0,195.0,-37.7062,144.9688,422500.0,422500.0
6950,2,1.0,432.0,-37.8249,145.0532,1550000.0,1550000.0
6951,3,1.0,780.0,-37.8198,145.0465,2151000.0,2151000.0
6952,2,1.0,230.0,-37.8226,145.055,1140000.0,1140000.0
6953,2,1.0,0.0,-37.8245,145.0527,432000.0,420000.0
6954,3,2.0,166.0,-37.8293,145.0456,1220000.0,1220000.0
6955,2,1.0,826.0,-37.8404,145.0516,3350000.0,3350000.0
6956,2,1.0,945.0,-37.8308,145.0508,665500.0,665500.0
6957,3,2.0,431.0,-37.8269,145.0496,1845000.0,1865000.0
6958,5,3.0,431.0,-37.825,145.0536,1700000.0,1700000.0
6959,3,2.0,302.0,-37.8348,145.0453,1650000.0,1650000.0
6960,3,3.0,459.0,-37.8205,145.0585,1615000.0,1615000.0
6961,3,2.0,200.0,-37.8396,145.0514,1600000.0,1600000.0
6962,3,2.0,466.0,-37.8305,145.0475,1450000.0,1450000.0
6963,2,1.0,0.0,-37.8301,145.0475,490000.0,490000.0
6964,3,2.0,94.0,-37.8302,145.0525,1110000.0,1110000.0
6965,4,2.0,154.0,-37.8298,145.0537,1425000.0,1425000.0
6966,4,2.0,640.0,-37.826,145.0498,3100000.0,3100000.0
6967,2,1.0,0.0,-37.8318,145.0448,588500.0,555000.0
6968,2,2.0,0.0,-37.8267,145.0538,887000.0,887000.0
6969,3,2.0,646.0,-37.8337,145.0469,1700000.0,1700000.0
6970,2,1.0,390.0,-37.8322,145.0486,1585000.0,1585000.0
6971,3,2.0,144.0,-37.8435,145.0497,935000.0,935000.0
6972,2,1.0,0.0,-37.8278,145.0565,460000.0,460000.0
6973,4,3.0,710.0,-37.8187,145.0577,3050000.0,3050000.0
6974,1,1.0,2274.0,-37.8339,145.055,365000.0,365000.0
6975,2,1.0,0.0,-37.8222,145.0566,550000.0,550000.0
6976,4,1.0,764.0,-37.8374,145.0486,2800000.0,2800000.0
6977,1,1.0,0.0,-37.8303,145.046,320000.0,320000.0
6978,2,1.0,0.0,-37.8254,145.047,573000.0,573000.0
6979,2,1.0,0.0,-37.8233,145.0575,680000.0,680000.0
6980,5,2.0,452.0,-37.8223,145.0494,2250000.0,2250000.0
6981,4,2.0,457.0,-37.8332,145.0461,2381000.0,2381000.0
6982,4,3.0,324.0,-37.8348,145.0503,1738000.0,1738000.0
6983,2,2.0,358.0,-37.8341,145.0528,1582000.0,1582000.0
6984,3,1.0,0.0,-37.8414,145.0505,757500.0,735000.0
6985,4,3.0,726.0,-37.8239,145.0553,2920000.0,2920000.0
6986,4,2.0,749.0,-37.8235,145.0525,1920000.0,1920000.0
6987,3,1.0,362.0,-37.8337,145.0504,1420000.0,1420000.0
6988,2,1.0,0.0,-37.8339,145.0548,400000.0,400000.0
6989,3,2.0,0.0,-37.8356,145.0519,1790000.0,1790000.0
6990,3,1.0,664.0,-37.8345,145.0443,2100000.0,2100000.0
6991,2,1.0,229.0,-37.8265,145.0484,1335000.0,1335000.0
6992,3,2.0,431.0,-37.8269,145.0496,1845000.0,1825000.0
6993,5,3.0,1011.0,-37.8165,145.0505,3210000.0,3210000.0
6994,2,1.0,150.0,-37.844,145.0496,840000.0,840000.0
6995,2,2.0,78.0,-37.8284,145.0535,705000.0,705000.0
6996,4,2.0,762.0,-37.8395,145.0529,3310000.0,3310000.0
6997,5,2.0,1250.0,-37.8245,145.0524,3500000.0,3500000.0
6998,2,1.0,0.0,-37.8245,145.0527,432000.0,444000.0
6999,3,1.0,287.0,-37.8292,145.046,1538000.0,1538000.0
7000,3,2.0,213.0,-37.8302,145.0542,1320000.0,1320000.0
7001,3,1.0,477.0,-37.8257,145.0514,1890000.0,1890000.0
7002,3,2.0,155.0,-37.8397,145.0514,1240000.0,1240000.0
7003,4,2.0,697.0,-37.8307,145.0498,2450000.0,2450000.0
7004,3,2.0,289.0,-37.8451,145.0525,1590000.0,1590000.0
7005,4,3.0,523.0,-37.8319,145.0503,2450000.0,2450000.0
7006,3,2.0,832.0,-37.8377,145.0541,3020000.0,3020000.0
7007,3,1.0,372.0,-37.8267,145.054,1625000.0,1625000.0
7008,5,3.0,864.0,-37.8231,145.0535,2775000.0,2775000.0
7009,2,1.0,0.0,-37.8254,145.0476,568000.0,568000.0
7010,2,1.0,172.0,-37.8437,145.0536,706000.0,706000.0
7011,5,3.0,757.0,-37.8176,145.0548,2500000.0,2500000.0
7012,4,2.0,556.0,-37.8204,145.0516,2350000.0,2350000.0
7013,2,1.0,326.0,-37.8373,145.0455,1385000.0,1385000.0
7014,2,1.0,1153.0,-37.8227,145.0528,655250.0,655250.0
7015,6,2.0,350.0,-37.8219,145.0556,1666000.0,1666000.0
7016,1,1.0,2276.0,-37.8343,145.0547,430000.0,430000.0
7017,3,1.0,783.0,-37.8234,145.0526,2040000.0,2040000.0
7018,2,1.0,0.0,-37.839,145.0459,505000.0,505000.0
7019,2,1.0,3084.0,-37.8414,145.0505,500000.0,500000.0
7020,2,1.0,0.0,-37.8318,145.0448,588500.0,622000.0
7021,3,1.0,354.0,-37.8225,145.0551,1650000.0,1650000.0
7022,1,1.0,917.0,-37.8338,145.0545,371000.0,371000.0
7023,5,3.0,0.0,-37.8351,145.0554,1900000.0,1900000.0
7024,3,2.0,255.0,-37.8266,145.0493,1625000.0,1625000.0
7025,2,1.0,166.0,-37.8456,145.0495,701000.0,701000.0
7026,2,1.0,206.0,-37.8267,145.0476,1100000.0,1100000.0
7027,4,2.0,588.0,-37.8191,145.0552,2200000.0,2200000.0
7028,3,1.0,211.0,-37.8204,145.0489,975000.0,975000.0
7029,2,1.0,132.0,-37.7519,145.0687,546500.0,546500.0
7030,3,1.0,215.0,-37.7509,145.0698,620000.0,620000.0
7031,3,1.0,858.0,-37.7504,145.0643,1220000.0,1220000.0
7032,3,1.0,235.0,-37.7519,145.0696,550000.0,550000.0
7033,2,2.0,0.0,-37.7506,145.0574,585000.0,585000.0
7034,2,1.0,182.0,-37.7587,145.0657,705000.0,705000.0
7035,2,1.0,158.0,-37.7512,145.0697,420000.0,420000.0
7036,3,1.0,1547.0,-37.7502,145.0706,1705000.0,1705000.0
7037,2,1.0,187.0,-37.7518,145.0698,490000.0,490000.0
7038,2,1.0,4497.0,-37.7529,145.065,579000.0,579000.0
7039,3,1.0,600.0,-37.752,145.0722,1110000.0,1110000.0
7040,2,1.0,153.0,-37.7538,145.0695,540000.0,540000.0
7041,3,1.0,577.0,-37.7494,145.0703,750000.0,750000.0
7042,4,4.0,642.0,-37.7476,145.0676,1115000.0,1115000.0
7043,3,2.0,422.0,-37.7518,145.0768,1000000.0,1000000.0
7044,2,1.0,88.0,-37.7587,145.0629,595000.0,595000.0
7045,3,2.0,4497.0,-37.7529,145.065,690000.0,690000.0
7046,5,2.0,580.0,-37.7539,145.0577,1401000.0,1401000.0
7047,3,2.0,255.0,-37.7537,145.0637,808000.0,808000.0
7048,4,1.0,570.0,-37.7523,145.0604,1031000.0,1031000.0
7049,2,1.0,145.0,-37.7515,145.0649,600000.0,600000.0
7050,3,2.0,175.0,-37.7514,145.0689,655000.0,655000.0
7051,3,1.0,662.0,-37.7507,145.062,1195000.0,1195000.0
7052,3,2.0,285.0,-37.7491,145.0702,850000.0,850000.0
7053,4,2.0,1180.0,-37.7551,145.0646,830000.0,830000.0
7054,3,1.0,674.0,-37.749,145.0731,1076000.0,1076000.0
7055,4,2.0,635.0,-37.7446,145.0844,1362000.0,1362000.0
7056,2,1.0,110.0,-37.7489,145.07,690000.0,690000.0
7057,3,1.0,639.0,-37.7502,145.0605,1375000.0,1375000.0
7058,3,1.0,827.0,-37.74800000000001,145.0625,1400000.0,1400000.0
7059,2,1.0,247.0,-37.7502,145.069,475000.0,475000.0
7060,3,3.0,649.0,-37.7501,145.0822,1030000.0,1030000.0
7061,3,1.0,836.0,-37.7509,145.0679,1455000.0,1455000.0
7062,3,1.0,0.0,-37.7502,145.0718,1125000.0,1125000.0
7063,5,4.0,2064.0,-37.7769,145.0605,3850000.0,3850000.0
7064,3,1.0,624.0,-37.7741,145.0506,1605000.0,1605000.0
7065,2,1.0,1473.0,-37.7713,145.0499,470000.0,470000.0
7066,3,2.0,1232.0,-37.7767,145.0592,2150000.0,2150000.0
7067,4,3.0,948.0,-37.7759,145.063,1740000.0,1740000.0
7068,4,2.0,830.0,-37.7679,145.0673,1660000.0,1660000.0
7069,3,2.0,356.0,-37.7749,145.0568,1260000.0,1260000.0
7070,4,2.0,1004.0,-37.7689,145.0665,2200000.0,2200000.0
7071,2,1.0,0.0,-37.7699,145.0581,485000.0,485000.0
7072,3,1.0,1073.0,-37.7749,145.0549,1651000.0,1651000.0
7073,4,3.0,583.0,-37.7719,145.0582,1875000.0,1875000.0
7074,5,3.0,826.0,-37.7793,145.0654,1797000.0,1797000.0
7075,3,2.0,180.0,-37.772,145.0538,1050000.0,1050000.0
7076,1,1.0,0.0,-37.7767,145.0543,405000.0,405000.0
7077,3,1.0,610.0,-37.6885,144.9092,551000.0,551000.0
7078,3,1.0,600.0,-37.6866,144.9086,350000.0,350000.0
7079,2,1.0,197.0,-37.6859,144.9164,280000.0,280000.0
7080,3,1.0,650.0,-37.687,144.9084,425000.0,425000.0
7081,3,1.0,600.0,-37.6876,144.9095,537000.0,537000.0
7082,3,1.0,647.0,-37.6904,144.9121,600000.0,600000.0
7083,3,1.0,601.0,-37.6889,144.9109,460000.0,460000.0
7084,3,1.0,624.0,-37.6862,144.91299999999995,611000.0,611000.0
7085,3,1.0,598.0,-37.6878,144.9112,495000.0,495000.0
7086,2,1.0,729.0,-37.6909,144.9136,472500.0,472500.0
7087,3,1.0,607.0,-37.6864,144.9111,421000.0,421000.0
7088,3,2.0,218.0,-37.7133,145.0374,480000.0,480000.0
7089,3,1.0,907.0,-37.7143,145.039,980000.0,980000.0
7090,5,2.0,544.0,-37.7147,145.0296,1000000.0,1000000.0
7091,2,1.0,640.0,-37.717,145.0312,731000.0,731000.0
7092,4,1.0,465.0,-37.7126,145.03,610000.0,610000.0
7093,2,1.0,128.0,-37.715,145.043,380000.0,380000.0
7094,3,1.0,556.0,-37.7174,145.0361,690000.0,690000.0
7095,3,2.0,468.0,-37.7125,145.0306,607500.0,607500.0
7096,2,1.0,770.0,-37.7159,145.0389,705500.0,705500.0
7097,2,2.0,180.0,-37.8115,144.8763,677200.0,677200.0
7098,3,2.0,269.0,-37.8108,144.8819,1155000.0,1155000.0
7099,3,1.0,259.0,-37.8046,144.8831,817000.0,817000.0
7100,3,2.0,275.0,-37.8118,144.8801,1035000.0,1035000.0
7101,2,1.0,224.0,-37.8083,144.8841,677500.0,677500.0
7102,1,1.0,370.0,-37.8118,144.8783,630000.0,630000.0
7103,3,1.0,350.0,-37.8123,144.8805,760000.0,760000.0
7104,2,2.0,84.0,-37.8058,144.8846,730000.0,730000.0
7105,1,1.0,272.0,-37.8086,144.8824,750000.0,750000.0
7106,2,1.0,117.0,-37.8083,144.8775,440000.0,440000.0
7107,2,1.0,220.0,-37.8068,144.8782,685000.0,685000.0
7108,3,1.0,325.0,-37.812,144.8804,967500.0,967500.0
7109,1,1.0,0.0,-37.81,144.8786,210000.0,210000.0
7110,3,2.0,272.0,-37.8079,144.8825,1340000.0,1340000.0
7111,4,2.0,276.0,-37.8039,144.8849,925000.0,925000.0
7112,2,1.0,0.0,-37.8096,144.874,270000.0,270000.0
7113,4,2.0,274.0,-37.8078,144.8825,1275000.0,1275000.0
7114,3,1.0,275.0,-37.8085,144.8802,925000.0,925000.0
7115,4,2.0,343.0,-37.8066,144.8811,1336000.0,1336000.0
7116,1,1.0,0.0,-37.8089,144.8788,200000.0,200000.0
7117,4,3.0,286.0,-37.8958,145.0696,1100000.0,1100000.0
7118,4,2.0,650.0,-37.8918,145.0769,1500000.0,1500000.0
7119,3,1.0,701.0,-37.8868,145.0688,1470000.0,1470000.0
7120,3,2.0,302.0,-37.9043,145.0622,1160000.0,1160000.0
7121,3,2.0,242.0,-37.9017,145.0739,1100000.0,1100000.0
7122,3,1.0,274.0,-37.8968,145.075,820000.0,820000.0
7123,2,1.0,129.0,-37.8927,145.0691,690000.0,690000.0
7124,2,1.0,161.0,-37.8955,145.07299999999995,740000.0,740000.0
7125,3,2.0,277.0,-37.8936,145.0709,975000.0,975000.0
7126,3,1.0,595.0,-37.9027,145.0684,1060000.0,1060000.0
7127,2,1.0,275.0,-37.8936,145.0725,680000.0,680000.0
7128,2,1.0,0.0,-37.898,145.0734,825000.0,825000.0
7129,3,1.0,618.0,-37.8991,145.0686,1430000.0,1430000.0
7130,2,1.0,697.0,-37.8875,145.0676,435000.0,435000.0
7131,3,2.0,834.0,-37.8959,145.0736,1370000.0,1370000.0
7132,2,2.0,5289.0,-37.8882,145.0666,552500.0,605000.0
7133,3,1.0,612.0,-37.8996,145.0716,1355000.0,1355000.0
7134,3,2.0,0.0,-37.8969,145.0654,785000.0,785000.0
7135,3,1.0,700.0,-37.8887,145.0718,1420000.0,1420000.0
7136,4,2.0,660.0,-37.8932,145.0681,1610000.0,1610000.0
7137,1,1.0,0.0,-37.8956,145.0705,290000.0,290000.0
7138,2,1.0,313.0,-37.898,145.0759,910500.0,910500.0
7139,1,1.0,0.0,-37.8961,145.0651,331000.0,331000.0
7140,2,1.0,0.0,-37.8888,145.0743,685000.0,685000.0
7141,1,1.0,0.0,-37.8944,145.0733,256500.0,256500.0
7142,3,2.0,627.0,-37.8955,145.0742,1365000.0,1365000.0
7143,3,2.0,0.0,-37.8939,145.0715,860000.0,860000.0
7144,5,2.0,683.0,-37.9055,145.0691,1300000.0,1300000.0
7145,3,1.0,181.0,-37.8966,145.0737,835000.0,835000.0
7146,2,2.0,1318.0,-37.8969,145.0654,720000.0,720000.0
7147,2,2.0,293.0,-37.9033,145.0727,861500.0,861500.0
7148,2,2.0,5289.0,-37.8882,145.0666,552500.0,500000.0
7149,4,2.0,690.0,-37.8885,145.0726,1670000.0,1670000.0
7150,4,2.0,557.0,-37.906,145.07399999999996,1400000.0,1400000.0
7151,2,1.0,0.0,-37.8929,145.0765,692000.0,692000.0
7152,2,1.0,102.0,-37.8894,145.0679,603000.0,603000.0
7153,3,1.0,554.0,-37.9012,145.0646,1076000.0,1076000.0
7154,3,2.0,506.0,-37.902,145.0705,1100000.0,1100000.0
7155,1,1.0,0.0,-37.8979,145.0652,291000.0,291000.0
7156,4,3.0,297.0,-37.895,145.0749,1200000.0,1200000.0
7157,3,2.0,553.0,-37.9031,145.0668,1090000.0,1090000.0
7158,3,1.0,735.0,-37.8943,145.0689,1220000.0,1220000.0
7159,4,2.0,990.0,-37.8916,145.0753,1800000.0,1800000.0
7160,2,1.0,0.0,-37.8941,145.0655,435000.0,435000.0
7161,4,1.0,560.0,-37.8897,145.0709,1641000.0,1641000.0
7162,2,1.0,186.0,-37.8947,145.0722,745500.0,745500.0
7163,3,1.0,345.0,-37.8904,145.0729,1260000.0,1260000.0
7164,3,2.0,650.0,-37.8986,145.0359,1401000.0,1401000.0
7165,4,1.0,903.0,-37.9062,145.0263,2250000.0,2250000.0
7166,4,2.0,705.0,-37.9035,145.028,1715000.0,1715000.0
7167,2,1.0,719.0,-37.9071,145.046,1960000.0,1960000.0
7168,1,1.0,0.0,-37.9028,145.0475,250000.0,250000.0
7169,1,1.0,0.0,-37.9032,145.0455,300750.0,290000.0
7170,3,1.0,703.0,-37.9058,145.028,1708000.0,1708000.0
7171,2,1.0,250.0,-37.9063,145.0535,758000.0,758000.0
7172,4,1.0,805.0,-37.9066,145.0354,1920000.0,1920000.0
7173,3,2.0,378.0,-37.9064,145.0287,1256000.0,1256000.0
7174,4,2.0,678.0,-37.9065,145.0461,1918000.0,1918000.0
7175,3,1.0,265.0,-37.906,145.04,900000.0,900000.0
7176,4,2.0,702.0,-37.9063,145.0493,1875000.0,1875000.0
7177,2,1.0,516.0,-37.906,145.0497,1250000.0,1250000.0
7178,2,1.0,690.0,-37.9056,145.0288,1360000.0,1360000.0
7179,3,2.0,667.0,-37.9088,145.0471,1770000.0,1770000.0
7180,2,1.0,0.0,-37.9016,145.0414,435000.0,435000.0
7181,5,3.0,464.0,-37.9061,145.0329,1836000.0,1836000.0
7182,3,2.0,326.0,-37.903,145.0285,1250000.0,1250000.0
7183,2,1.0,0.0,-37.9009,145.037,950000.0,950000.0
7184,1,1.0,0.0,-37.9018,145.0454,260000.0,260000.0
7185,3,2.0,0.0,-37.9018,145.0477,822500.0,822500.0
7186,2,1.0,210.0,-37.9001,145.0428,810000.0,810000.0
7187,3,1.0,551.0,-37.9036,145.0521,1322000.0,1322000.0
7188,2,1.0,0.0,-37.9026,145.0364,861000.0,861000.0
7189,2,1.0,300.0,-37.9045,145.0426,765000.0,765000.0
7190,3,2.0,379.0,-37.8981,145.0367,973000.0,973000.0
7191,4,3.0,718.0,-37.9061,145.0509,1845000.0,1845000.0
7192,3,1.0,578.0,-37.9047,145.0274,1535000.0,1535000.0
7193,4,2.0,691.0,-37.905,145.029,2005000.0,2005000.0
7194,3,2.0,180.0,-37.9069,145.041,932000.0,932000.0
7195,4,2.0,862.0,-37.8993,145.0447,1500000.0,1500000.0
7196,1,1.0,0.0,-37.9038,145.0454,260000.0,260000.0
7197,4,2.0,666.0,-37.9032,145.049,1390000.0,1390000.0
7198,3,1.0,397.0,-37.9064,145.0291,940000.0,940000.0
7199,1,1.0,0.0,-37.9028,145.0426,296000.0,296000.0
7200,4,2.0,668.0,-37.9033,145.0296,1850000.0,1850000.0
7201,2,1.0,0.0,-37.8986,145.042,475000.0,475000.0
7202,3,2.0,238.0,-37.9062,145.02700000000004,820000.0,820000.0
7203,3,2.0,382.0,-37.9061,145.0478,940000.0,940000.0
7204,2,1.0,595.0,-37.9092,145.0507,1668000.0,1668000.0
7205,3,2.0,0.0,-37.9071,145.0439,1470000.0,1470000.0
7206,2,1.0,533.0,-37.9048,145.0418,981000.0,981000.0
7207,2,1.0,0.0,-37.903,145.0452,420000.0,430000.0
7208,1,1.0,0.0,-37.9016,145.0414,404500.0,362000.0
7209,2,1.0,0.0,-37.903,145.0452,420000.0,410000.0
7210,4,2.0,144.0,-37.9021,145.0357,1197000.0,1197000.0
7211,3,2.0,692.0,-37.9043,145.0358,1690000.0,1690000.0
7212,1,1.0,0.0,-37.9016,145.0414,404500.0,447000.0
7213,2,1.0,452.0,-37.9024,145.0539,1177000.0,1177000.0
7214,2,1.0,94.0,-37.9011,145.0474,617500.0,617500.0
7215,2,1.0,0.0,-37.9021,145.0417,479500.0,479500.0
7216,4,2.0,647.0,-37.9061,145.0366,2050000.0,2050000.0
7217,2,1.0,0.0,-37.9031,145.0444,405000.0,405000.0
7218,2,1.0,0.0,-37.9014,145.0418,450000.0,450000.0
7219,3,1.0,533.0,-37.7955,144.8784,1061000.0,1061000.0
7220,6,3.0,554.0,-37.8053,144.8681,1020000.0,1020000.0
7221,2,1.0,444.0,-37.7933,144.876,912500.0,912500.0
7222,3,2.0,355.0,-37.7914,144.8742,1074000.0,1074000.0
7223,3,1.0,601.0,-37.7917,144.8688,1021000.0,1021000.0
7224,3,1.0,970.0,-37.7958,144.8645,1415000.0,1415000.0
7225,4,1.0,255.0,-37.7906,144.8687,710000.0,710000.0
7226,4,2.0,390.0,-37.7926,144.8639,837000.0,837000.0
7227,3,1.0,361.0,-37.7916,144.8673,850000.0,850000.0
7228,4,2.0,497.0,-37.7903,144.8639,850000.0,850000.0
7229,6,2.0,0.0,-37.809,144.8686,520000.0,520000.0
7230,3,1.0,0.0,-37.7964,144.8672,347000.0,347000.0
7231,4,2.0,0.0,-37.7992,144.8772,1225000.0,1225000.0
7232,2,1.0,0.0,-37.7952,144.8749,438000.0,438000.0
7233,2,1.0,92.0,-37.8095,144.869,360000.0,360000.0
7234,2,1.0,144.0,-37.7926,144.8809,620000.0,620000.0
7235,2,1.0,80.0,-37.806,144.8674,415000.0,415000.0
7236,3,1.0,302.0,-37.8066,144.8666,723000.0,723000.0
7237,4,2.0,0.0,-37.809,144.8686,530000.0,530000.0
7238,3,1.0,347.0,-37.8067,144.8761,967000.0,967000.0
7239,3,1.0,442.0,-37.7914,144.8812,840000.0,840000.0
7240,1,1.0,0.0,-37.8067,144.8678,241000.0,241000.0
7241,3,1.0,412.0,-37.7941,144.881,910000.0,910000.0
7242,2,1.0,0.0,-37.7968,144.8735,470000.0,470000.0
7243,3,1.0,440.0,-37.7937,144.8732,820000.0,820000.0
7244,3,1.0,353.0,-37.7915,144.8733,756000.0,756000.0
7245,3,1.0,596.0,-37.791,144.8658,845000.0,845000.0
7246,4,1.0,511.0,-37.8001,144.877,850000.0,850000.0
7247,3,1.0,255.0,-37.8038,144.8679,620000.0,620000.0
7248,2,1.0,596.0,-37.7913,144.8689,1001000.0,1001000.0
7249,3,2.0,336.0,-37.7995,144.8794,875000.0,875000.0
7250,2,1.0,148.0,-37.7956,144.8641,520000.0,520000.0
7251,3,1.0,434.0,-37.7908,144.8793,915000.0,915000.0
7252,4,1.0,426.0,-37.7919,144.8793,830000.0,830000.0
7253,2,2.0,0.0,-37.7991,144.879,510000.0,510000.0
7254,2,1.0,154.0,-37.8004,144.8647,545000.0,545000.0
7255,5,1.0,466.0,-37.8008,144.8665,691000.0,691000.0
7256,3,1.0,495.0,-37.7958,144.8774,991000.0,991000.0
7257,3,1.0,448.0,-37.7911,144.8821,913000.0,913000.0
7258,2,1.0,462.0,-37.8009,144.8653,850000.0,850000.0
7259,2,1.0,308.0,-37.7908,144.8717,705000.0,705000.0
7260,3,1.0,405.0,-37.79,144.86700000000005,709000.0,709000.0
7261,3,2.0,446.0,-37.7923,144.8814,900000.0,900000.0
7262,2,1.0,259.0,-37.8058,144.875,790000.0,790000.0
7263,2,1.0,267.0,-37.8021,144.8629,770000.0,770000.0
7264,2,1.0,161.0,-37.7905,144.8714,495000.0,495000.0
7265,3,1.0,1000.0,-37.7936,144.8639,1575000.0,1575000.0
7266,2,1.0,626.0,-37.8067,144.8707,326500.0,326500.0
7267,3,2.0,520.0,-37.7991,144.8768,1028000.0,1028000.0
7268,1,1.0,628.0,-37.7993,144.8794,288000.0,288000.0
7269,3,1.0,536.0,-37.7978,144.8743,1151500.0,1151500.0
7270,3,1.0,501.0,-37.7912,144.868,860000.0,860000.0
7271,3,1.0,372.0,-37.796,144.8728,805000.0,805000.0
7272,2,1.0,0.0,-37.796,144.8634,262500.0,262500.0
7273,2,1.0,0.0,-37.7956,144.8762,450000.0,450000.0
7274,3,2.0,466.0,-37.8019,144.8663,935000.0,935000.0
7275,4,2.0,665.0,-37.8107,144.8666,830000.0,830000.0
7276,2,1.0,0.0,-37.7966,144.8716,456000.0,456000.0
7277,3,1.0,321.0,-37.7943,144.8741,660000.0,660000.0
7278,2,1.0,781.0,-37.8079,144.8684,420000.0,420000.0
7279,3,2.0,335.0,-37.7937,144.8782,820000.0,820000.0
7280,5,2.0,352.0,-37.7908,144.8711,1030000.0,1030000.0
7281,3,1.0,397.0,-37.7901,144.8682,878000.0,878000.0
7282,2,1.0,672.0,-37.7812,144.8121,765000.0,765000.0
7283,3,2.0,628.0,-37.7801,144.8121,730000.0,730000.0
7284,2,1.0,697.0,-37.7778,144.81799999999996,730000.0,730000.0
7285,3,2.0,605.0,-37.7792,144.8117,593000.0,593000.0
7286,4,1.0,837.0,-37.7825,144.8221,816000.0,816000.0
7287,3,1.0,706.0,-37.7801,144.8229,720000.0,720000.0
7288,2,1.0,74.0,-37.7836,144.8256,300000.0,300000.0
7289,2,1.0,697.0,-37.7835,144.8176,670000.0,670000.0
7290,3,1.0,697.0,-37.7765,144.8175,685000.0,685000.0
7291,2,1.0,534.0,-37.7795,144.8204,600000.0,600000.0
7292,3,1.0,697.0,-37.7842,144.8175,600000.0,600000.0
7293,1,1.0,2347.0,-37.7852,144.8272,185000.0,185000.0
7294,2,1.0,199.0,-37.7761,144.8164,463000.0,463000.0
7295,2,1.0,0.0,-37.7796,144.8252,319000.0,319000.0
7296,4,1.0,697.0,-37.7795,144.8196,660000.0,660000.0
7297,3,2.0,420.0,-37.7848,144.8231,560000.0,560000.0
7298,3,1.0,695.0,-37.7808,144.8186,625000.0,625000.0
7299,3,1.0,743.0,-37.7817,144.8159,791000.0,791000.0
7300,2,1.0,497.0,-37.7806,144.8159,541000.0,541000.0
7301,3,1.0,534.0,-37.7789,144.8209,760000.0,760000.0
7302,3,1.0,697.0,-37.7809,144.8228,840000.0,840000.0
7303,1,1.0,36.0,-37.7833,144.8266,145000.0,145000.0
7304,2,1.0,463.0,-37.7813,144.8234,460000.0,460000.0
7305,2,1.0,0.0,-37.7839,144.8239,190000.0,190000.0
7306,3,1.0,131.0,-37.8203,144.8386,430000.0,430000.0
7307,2,1.0,191.0,-37.8226,144.8392,507000.0,507000.0
7308,3,1.0,715.0,-37.8239,144.8431,892000.0,892000.0
7309,2,2.0,0.0,-37.8878,145.0407,695000.0,695000.0
7310,3,1.0,553.0,-37.8878,145.0456,1160000.0,1160000.0
7311,3,2.0,295.0,-37.8904,145.0387,1330000.0,1330000.0
7312,2,1.0,1035.0,-37.8925,145.0456,695000.0,695000.0
7313,2,1.0,0.0,-37.8924,145.0409,812000.0,812000.0
7314,2,1.0,0.0,-37.8868,145.0408,350000.0,350000.0
7315,2,1.0,100.0,-37.8915,145.0451,630000.0,630000.0
7316,2,2.0,81.0,-37.8877,145.0449,635000.0,635000.0
7317,2,1.0,0.0,-37.8866,145.0396,673250.0,636500.0
7318,5,3.0,688.0,-37.8921,145.0381,2575000.0,2575000.0
7319,2,1.0,0.0,-37.8894,145.0431,445000.0,445000.0
7320,2,1.0,0.0,-37.8866,145.0396,673250.0,710000.0
7321,2,1.0,1784.0,-37.8966,145.0453,640000.0,640000.0
7322,2,1.0,553.0,-37.9001,145.0981,1010000.0,1010000.0
7323,2,1.0,0.0,-37.8994,145.0955,305000.0,305000.0
7324,2,1.0,0.0,-37.8991,145.0939,400000.0,400000.0
7325,3,1.0,670.0,-37.9033,145.1006,880000.0,880000.0
7326,3,1.0,689.0,-37.8961,145.1046,1076000.0,1076000.0
7327,3,1.0,602.0,-37.8923,145.1013,1045000.0,1045000.0
7328,2,1.0,211.0,-37.9086,145.0977,600000.0,600000.0
7329,3,1.0,553.0,-37.8956,145.0928,1225000.0,1225000.0
